Name,Cuisine,Location,Price,Vegan/Meat,Country,Latitude,Longitude,Address,PostalCode
So Pho (Tampines Mall),"Vietnamese, Halal Certified",Tampines,$$,Meat,Singapore,1.3546528,103.9435712,"Tampines, Northeast, Singapore",
So Pho (The Star Vista),"Vietnamese, Halal Certified",Buona Vista,$$,Meat,Singapore,1.30660965,103.790751,"Buona Vista, North Buona Vista Road, Rochester Hill, Queenstown, Singapore, Southwest, 139350, Singapore",139350
So Pho (VivoCity),"Vietnamese, Halal Certified",Harbourfront,$$,Meat,Singapore,1.265362,103.8215518,"HarbourFront, Telok Blangah Road, Bukit Merah, Singapore, Central, 098867, Singapore",98867
So Pho (Waterway Point),"Vietnamese, Halal Certified",Punggol,$$,Meat,Singapore,1.4051559,103.902368,"Punggol, 70, Punggol Central, Punggol Town Centre, Punggol, Singapore, Northeast, 828868, Singapore",828868
So Pho (Woodleigh),Vietnamese,Toa Payoh,$$,Meat,Singapore,1.3353906,103.8497414,"Toa Payoh, Singapore, Central, Singapore",
Soba Kappo Reiwa,"Japanese, Seafood, Asian, Omakase",Orchard,$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
"Social Alley, The","American, Bar, Italian, Australian, Fusion, International, Vegetarian Friendly, Cafe, Modern Asian",Serangoon,$$$,Vegan,Singapore,1.34976105,103.8736841,"Serangoon, Upper Serangoon Road, Serangoon, Singapore, Southeast, 534801, Singapore",534801
Social Smoker,"American, Bar, BBQ",Sembawang,$$$,Meat,Singapore,1.4490928,103.8200555,"Sembawang, 11, Canberra Road, Sembawang, Singapore, Northwest, 750350, Singapore",750350
"Social Space (Duo Galleria), The","All-Day Breakfast, Vegetarian Friendly, Cafe, Vegan Friendly, Healthy Eats, Juice, Coffee",Bugis,$$,Vegan,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Sofi Cafe + Pizza + Keto by Pasta Brava,"All-Day Breakfast, Cafe",Chinatown,$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Sofi Cafe + Pizza + Keto by Pasta Brava,"All-Day Breakfast, Cafe",Club Street,$$,Meat,Singapore,1.282692,103.8469838,"Club Street, Chinatown, Outram, Singapore, Central, 069247, Singapore",69247
Sofra Turkish Cafe & Restaurant,"Halal Certified, Turkish",Marina Central,$$,Meat,Singapore,1.2894104,103.8631253,"Singapore Flyer, Raffles Avenue, Marina Centre, Downtown Core, Singapore, Central, 039799, Singapore",39799
Soi Social,Thai,Sentosa,$$$$,Meat,Singapore,1.24894585,103.8343056,"Sentosa, Southwest, Singapore",
Sol & Luna (CapitaSpring),"Bar, French, Italian, Spanish, Cafe, Portuguese, High Tea",Raffles Place,$$$,Meat,Singapore,1.2835417,103.8514602,"Raffles Place, Marina Boulevard, Downtown Central, Downtown Core, Singapore, Central, 049247, Singapore",49247
Sol & Ora (Sentosa),"French, Italian, Spanish, Greek, Cafe, High Tea",Sentosa,$$$,Meat,Singapore,1.24894585,103.8343056,"Sentosa, Southwest, Singapore",
Sol Singapore,Fusion,Tanjong Pagar,$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Solo Ristorante,Italian,Telok Ayer,$$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
Sonas Grill,Indian,Tanjong Pagar,$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Soollounge,"Bar, Korean, Asian",Clarke Quay,$$,Meat,Singapore,1.2887582,103.8466978,"Clarke Quay, 6, Eu Tong Sen Street, Clarke Quay, Singapore River, Singapore, Central, 059817, Singapore",59817
Sora,"Bar, Buffet, Modern European, Japanese, French, Fusion, International, Seafood, Modern Asian, Desserts, Asian, Western, Omakase, Juice, Small Bites",City Hall,$$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Soseoul Korean Dining & Bar,"Bar, Korean, Seafood, BBQ",Tanjong Pagar,$$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
South Side,"Italian, Fusion, Vegetarian Friendly, Cafe, Vegan Friendly, Coffee",Tanjong Pagar,$$,Vegan,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Southbridge,"Bar, Italian",Boat Quay,$$$,Meat,Singapore,1.2884676,103.849337,"Boat Quay, Clarke Quay, Singapore River, Singapore, Central, 049866, Singapore",49866
Southwest@Punggol,"American, Bar, Steakhouse, South American, Cafe, Burgers, BBQ, Ice Cream, Desserts, Western, Juice, Coffee, Small Bites",Punggol,$$,Meat,Singapore,1.4051559,103.902368,"Punggol, 70, Punggol Central, Punggol Town Centre, Punggol, Singapore, Northeast, 828868, Singapore",828868
Spectre,Southeast Asian,Tanjong Pagar,$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Spice Brasserie,"Buffet, Chinese, Japanese, Indian, Local, Southeast Asian, BBQ",Little India,$$,Meat,Singapore,1.30684265,103.8492736,"Little India, Kerbau Road, Little India, Rochor, Singapore, Central, 219178, Singapore",219178
Spices Cafe,"Buffet, International, Seafood, Local, Peranakan",Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Spicy Bangkok Hotpot,"Buffet, Thai, Seafood, Steamboat, Asian",Chinatown,$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Spizza (Bukit Timah),Italian,Bukit Timah,$$,Meat,Singapore,1.3546901,103.7763724,"Bukit Timah Hill, Northwest, 589333, Singapore",589333
Spizza (Jalan Kayu),Italian,Yio Chu Kang,$$,Meat,Singapore,1.3817905,103.8449359,"Yio Chu Kang, 3000, Ang Mo Kio Avenue 6, Ang Mo Kio, Singapore, Central, 569770, Singapore",569770
"Spot, The","Bar, Modern European, Modern Asian",Marina Bay,$$,Meat,Singapore,1.27546735,103.8547733,"Marina Bay, Commerce Street, Downtown Central, Downtown Core, Singapore, Central, 018990, Singapore",18990
Spring Court,"Chinese, Local, Dim Sum",Chinatown,$$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
SPRMRKT at Dempsey Hill,"Modern European, Vegetarian Friendly, Cafe",Dempsey,$$$,Vegan,Singapore,1.3045037,103.8100574,"Dempsey Hill, Tanglin, Singapore, Central, Singapore",
Spruce (Hillview 2),"American, Bar, All-Day Breakfast, Vegetarian Friendly, Burgers",Bukit Timah,$$,Vegan,Singapore,1.3546901,103.7763724,"Bukit Timah Hill, Northwest, 589333, Singapore",589333
Ssak3 Korean BBQ,"Korean, BBQ",Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Stackz,"American, All-Day Breakfast, Vegetarian Friendly, Cafe, Burgers",Balestier,$$,Vegan,Singapore,1.326226,103.8473149,"Balestier, Singapore, Central, 329133, Singapore",329133
STAGE,"Bar, Modern European",Dhoby Ghaut,$$,Meat,Singapore,1.29962185,103.8454469,"Dhoby Ghaut, Orchard Road, Museum, Singapore, Central, 238838, Singapore",238838
Stags' Room,Bar,City Hall,$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Stags' Room,Bar,Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
"Stamford Brasserie, The","Bar, International, Vegetarian Friendly, Cafe, Desserts",City Hall,$$,Vegan,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Staple Food Cafe,Cafe,Marine Parade,$$,Meat,Singapore,1.3026889,103.9073952,"Marine Parade, Southeast, Singapore",
Straits Chinese Nonya Restaurant (Esplanade Mall),"Buffet, Chinese, Vegetarian Friendly, Local, Southeast Asian, Peranakan, Zi Char",Promenade,$$,Vegan,Singapore,1.29267315,103.8610155,"Promenade, Temasek Avenue, Suntec City, Downtown Core, Singapore, Central, 038986, Singapore",38986
Straits Chinese Nonya Restaurant (Esplanade Mall),"Buffet, Chinese, Vegetarian Friendly, Local, Southeast Asian, Peranakan, Zi Char",Marina Central,$$,Vegan,Singapore,1.2894104,103.8631253,"Singapore Flyer, Raffles Avenue, Marina Centre, Downtown Core, Singapore, Central, 039799, Singapore",39799
Straits Chinese Nonya Restaurant (Keck Seng Tower),"Local, Southeast Asian, Peranakan",Telok Ayer,$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
StraitsKitchen,"Buffet, Chinese, Indian, Malaysian, Vegetarian Friendly, Local, Southeast Asian, Halal Certified",Orchard,$$$,Vegan,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Streats (Bukit Panjang Plaza),"Chinese, Dim Sum, Halal Certified",Bukit Panjang,$$,Meat,Singapore,1.3779175,103.7630947,"Bukit Panjang, Petir Road, Jelebu, Bukit Panjang, Singapore, Northwest, 678213, Singapore",678213
Streats (City Square Mall),"Chinese, Dim Sum, Halal Certified",Little India,$$,Meat,Singapore,1.30684265,103.8492736,"Little India, Kerbau Road, Little India, Rochor, Singapore, Central, 219178, Singapore",219178
Streats (IMM),"Chinese, Dim Sum, Halal Certified",Jurong,$$,Meat,Singapore,1.2596598,103.6704396,"Jurong Island, Southwest, Singapore",
Stuttgart Blackforest Boutique S-Cafe,"Local, German",Newton,$$,Meat,Singapore,1.31318325,103.8380402,"Newton, Scotts Road, Cairnhill, Newton, Singapore, Central, 228234, Singapore",228234
Stuttgart Blackforest Boutique S-Cafe,"Local, German",Orchard,$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Suishin Izakaya & Sake Bar,Japanese,Boat Quay,$$$$,Meat,Singapore,1.2884676,103.849337,"Boat Quay, Clarke Quay, Singapore River, Singapore, Central, 049866, Singapore",49866
Suki-Suki Hotpot (Khatib),"Buffet, Halal Certified, Steamboat",Yishun,$$,Meat,Singapore,1.4293839,103.8350282,"Yishun, 301, Yishun Avenue 2, Chong Pang, Yishun, Singapore, Northwest, 769093, Singapore",769093
Suki-Suki Hotpot (SAFRA Toa Payoh),"Buffet, Halal Certified, Steamboat",Toa Payoh,$$,Meat,Singapore,1.3353906,103.8497414,"Toa Payoh, Singapore, Central, Singapore",
Suki-Ya (Bugis+),"Buffet, Japanese",Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Suki-Ya (Bukit Panjang Plaza),"Buffet, Japanese",Choa Chu Kang,$$,Meat,Singapore,1.3853167,103.744325,"Choa Chu Kang, 10, Choa Chu Kang Avenue 4, Peng Siang, Choa Chu Kang, Singapore, Southwest, 689810, Singapore",689810
Suki-Ya (Heartland Mall),"Japanese, Steamboat",Serangoon,$$,Meat,Singapore,1.34976105,103.8736841,"Serangoon, Upper Serangoon Road, Serangoon, Singapore, Southeast, 534801, Singapore",534801
Suki-Ya (Kallang Wave Mall),"Japanese, Steamboat",Kallang,$$,Meat,Singapore,1.310759,103.866262,"Kallang, Singapore, Central, Singapore",
Suki-Ya (Marina Square),"Japanese, Steamboat",Marina Central,$$,Meat,Singapore,1.2894104,103.8631253,"Singapore Flyer, Raffles Avenue, Marina Centre, Downtown Core, Singapore, Central, 039799, Singapore",39799
Suki-Ya (Plaza Singapura),"Buffet, Japanese, Steamboat",Orchard,$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Suki-Ya KIN (Vivocity),Japanese,Harbourfront,$$,Meat,Singapore,1.265362,103.8215518,"HarbourFront, Telok Blangah Road, Bukit Merah, Singapore, Central, 098867, Singapore",98867
SUKIYAKI Yotaro,Japanese,Tanjong Pagar,$$$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Summer Hill,"French, Cafe",Orchard,$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Summer Palace,"Chinese, Dim Sum",Orchard,$$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Summer Palace,"Chinese, Dim Sum",Tanglin,$$$$,Meat,Singapore,1.3060443,103.8152804,"Tanglin, Singapore, Central, Singapore",
"Summer Pavilion (The Ritz-Carlton, Millenia Singapore)","Chinese, Seafood, Vegetarian Friendly, Dim Sum",City Hall,$$$,Vegan,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
"Summer Pavilion (The Ritz-Carlton, Millenia Singapore)","Chinese, Seafood, Vegetarian Friendly, Dim Sum",Promenade,$$$,Vegan,Singapore,1.29267315,103.8610155,"Promenade, Temasek Avenue, Suntec City, Downtown Core, Singapore, Central, 038986, Singapore",38986
"Summer Pavilion (The Ritz-Carlton, Millenia Singapore)","Chinese, Seafood, Vegetarian Friendly, Dim Sum",Marina Central,$$$,Vegan,Singapore,1.2894104,103.8631253,"Singapore Flyer, Raffles Avenue, Marina Centre, Downtown Core, Singapore, Central, 039799, Singapore",39799
Summer Yakitori,Japanese,Balestier,$$,Meat,Singapore,1.326226,103.8473149,"Balestier, Singapore, Central, 329133, Singapore",329133
Sun Ray Cafe,"American, Fusion, All-Day Breakfast, Vegetarian Friendly, Cafe, Burgers, Asian, Western",Serangoon,$$,Vegan,Singapore,1.34976105,103.8736841,"Serangoon, Upper Serangoon Road, Serangoon, Singapore, Southeast, 534801, Singapore",534801
Sunday Folks (Holland Village),"Local, Cafe",Holland Village,$$,Meat,Singapore,1.31172195,103.7960797,"Holland Village, 200, Holland Avenue, Bukit Timah, Singapore, Northwest, 278995, Singapore",278995
Super Loco Customs House,"Bar, International, Mexican",Raffles Place,$$$,Meat,Singapore,1.2835417,103.8514602,"Raffles Place, Marina Boulevard, Downtown Central, Downtown Core, Singapore, Central, 049247, Singapore",49247
Super Loco Robertson Quay,"Bar, International, Mexican",Robertson Quay,$$$,Meat,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Supperman Speakeasy & Grill,"Seafood, Steakhouse, Burgers, Western",Marine Parade,$$$,Meat,Singapore,1.3026889,103.9073952,"Marine Parade, Southeast, Singapore",
Supply & Demand (Esplanade),"Italian, Southeast Asian",Marina Bay,$$,Meat,Singapore,1.27546735,103.8547733,"Marina Bay, Commerce Street, Downtown Central, Downtown Core, Singapore, Central, 018990, Singapore",18990
Supply & Demand (Esplanade),"Italian, Southeast Asian",Promenade,$$,Meat,Singapore,1.29267315,103.8610155,"Promenade, Temasek Avenue, Suntec City, Downtown Core, Singapore, Central, 038986, Singapore",38986
Supply & Demand (Esplanade),"Italian, Southeast Asian",Esplanade,$$,Meat,Singapore,1.29348725,103.8553908,"Esplanade, 90, Bras Basah Road, Suntec City, Downtown Core, Singapore, Central, 189562, Singapore",189562
Supply & Demand (Esplanade),"Italian, Southeast Asian",Marina Central,$$,Meat,Singapore,1.2894104,103.8631253,"Singapore Flyer, Raffles Avenue, Marina Centre, Downtown Core, Singapore, Central, 039799, Singapore",39799
Supply & Demand (Novena),"Italian, Vegetarian Friendly, Asian, Western, Small Bites",Novena,$$$,Vegan,Singapore,1.3205257,103.8438813,"Novena, Irrawaddy Road, Novena, Singapore, Central, 307506, Singapore",307506
Supply & Demand (Orchard Gateway),"Italian, Vegetarian Friendly, Modern Asian, Western",Orchard,$$$,Vegan,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Sura,"Korean, Modern Asian, BBQ",Tanjong Pagar,$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Sushi Airways,"Japanese, Omakase",Bugis,$$$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Sushi Ayumu by Masa Ishibashi,Japanese,Orchard,$$$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Sushi Jin,Japanese,Little India,$$$$,Meat,Singapore,1.30684265,103.8492736,"Little India, Kerbau Road, Little India, Rochor, Singapore, Central, 219178, Singapore",219178
Sushi Jiro (PARKROYAL COLLECTION Marina Bay),Japanese,Marina Central,$$$,Meat,Singapore,1.2894104,103.8631253,"Singapore Flyer, Raffles Avenue, Marina Centre, Downtown Core, Singapore, Central, 039799, Singapore",39799
Sushi Kyuu by Shunsui,Japanese,Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Sushi Michi,Japanese,Orchard,$$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Sushi Moka,"Japanese, Healthy Eats, Omakase",Orchard,$$$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Sushi SEIZAN,"Japanese, Omakase",Bugis,$$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Sushi Yujo,Japanese,Tanjong Pagar,$$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Suzuki,Japanese,Tanjong Pagar,$$$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Swee Choon Express (AMK),"Chinese, Dim Sum",Ang Mo Kio,$$,Meat,Singapore,1.3692078,103.8503986,"Ang Mo Kio, Ang Mo Kio Avenue 3, Ang Mo Kio, Singapore, Central, 560424, Singapore",560424
Swee Choon Express (Century Square),"Chinese, Dim Sum",Tampines,$$,Meat,Singapore,1.3546528,103.9435712,"Tampines, Northeast, Singapore",
Swee Choon Tim Sum Restaurant,"Chinese, Dim Sum",Jalan Besar,$$,Meat,Singapore,1.3064665,103.8559981,"Jalan Besar, Little India, Rochor, Singapore, Central, 208828, Singapore",208828
Symmetry,"Bar, All-Day Breakfast, Cafe",Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Syun,Japanese,Sentosa,$$$$,Meat,Singapore,1.24894585,103.8343056,"Sentosa, Southwest, Singapore",
TA Community,Swedish,Serangoon,$$$,Meat,Singapore,1.34976105,103.8736841,"Serangoon, Upper Serangoon Road, Serangoon, Singapore, Southeast, 534801, Singapore",534801
Taan Asian Grill Bar,"Bar, Chinese, Japanese, Korean, Malaysian, Local, BBQ, Asian, Small Bites",Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
TAAN IZA-BAR,"Bar, Japanese, Modern Asian",Bugis,$$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Table At 7,"Modern European, Indonesian, Local",Bukit Timah,$$$,Meat,Singapore,1.3546901,103.7763724,"Bukit Timah Hill, Northwest, 589333, Singapore",589333
Tablescape Restaurant & Bar,"Modern European, High Tea",City Hall,$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
TAG Espresso at Takashimaya S.C.,"American, Bar, Japanese, Fusion, All-Day Breakfast, Cafe, Burgers, Western, Coffee, Small Bites",Orchard,$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Tajimaya Yakiniku (Great World),"Japanese, BBQ",River Valley,$$$,Meat,Singapore,1.2976832,103.834188,"River Valley, Singapore, Central, Singapore",
Tajimaya Yakiniku (Great World),"Japanese, BBQ",Tiong Bahru,$$$,Meat,Singapore,1.28617925,103.8272252,"Tiong Bahru, 300, Tiong Bahru Road, Bukit Merah, Singapore, Central, 168731, Singapore",168731
Tajimaya Yakiniku (VivoCity),"Buffet, Japanese, BBQ",Harbourfront,$$$,Meat,Singapore,1.265362,103.8215518,"HarbourFront, Telok Blangah Road, Bukit Merah, Singapore, Central, 098867, Singapore",98867
TAJINE Moroccan Tapas & Cocktail Bar,"Bar, Middle Eastern, Caribbean, Small Bites",Robertson Quay,$$$,Meat,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Takayama Japanese Restaurant,Japanese,Tanjong Pagar,$$$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Takeshi-San,Japanese,Holland Village,$$$,Meat,Singapore,1.31172195,103.7960797,"Holland Village, 200, Holland Avenue, Bukit Timah, Singapore, Northwest, 278995, Singapore",278995
Taki Izakaya Bar,"Bar, Japanese",Raffles Place,$$$$,Meat,Singapore,1.2835417,103.8514602,"Raffles Place, Marina Boulevard, Downtown Central, Downtown Core, Singapore, Central, 049247, Singapore",49247
Taliwang Restaurant,"Indonesian, Seafood, BBQ, Muslim-Owned",Bugis,$$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Tamago-EN (Changi City Point),Japanese,Changi,$$,Meat,Singapore,1.3539247,103.9746973,"Changi, Southeast, Singapore",
Tamago-EN (NEX),"Japanese, Cafe",Serangoon,$$,Meat,Singapore,1.34976105,103.8736841,"Serangoon, Upper Serangoon Road, Serangoon, Singapore, Southeast, 534801, Singapore",534801
Tamashii,Japanese,Boat Quay,$$$$$,Meat,Singapore,1.2884676,103.849337,"Boat Quay, Clarke Quay, Singapore River, Singapore, Central, 049866, Singapore",49866
Tamashii,Japanese,Raffles Place,$$$$$,Meat,Singapore,1.2835417,103.8514602,"Raffles Place, Marina Boulevard, Downtown Central, Downtown Core, Singapore, Central, 049247, Singapore",49247
Tambi,"Korean, Indian, Fusion, International, Asian",Chinatown,$$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Tambuah Mas Indonesian Restaurant @ Great World,"Indonesian, Halal Certified",River Valley,$$,Meat,Singapore,1.2976832,103.834188,"River Valley, Singapore, Central, Singapore",
Tambuah Mas Indonesian Restaurant @ Paragon,"Indonesian, Local, Southeast Asian, Halal Certified",Orchard,"$$
$$$",Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Tanamera Coffee Robertson Quay,"American, Indonesian, All-Day Breakfast, Vegetarian Friendly, Cafe, Modern Asian, Vegan Friendly, Desserts, Asian, Coffee, Small Bites",Robertson Quay,$$,Vegan,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Tanamera Coffee Tanglin Mall,"American, Indonesian, All-Day Breakfast, Vegetarian Friendly, Cafe, Vegan Friendly, Desserts, Coffee, Small Bites",Tanglin,$$,Vegan,Singapore,1.3060443,103.8152804,"Tanglin, Singapore, Central, Singapore",
Tandoor,"Buffet, Indian, Seafood, Modern Asian",Dhoby Ghaut,$$$,Meat,Singapore,1.29962185,103.8454469,"Dhoby Ghaut, Orchard Road, Museum, Singapore, Central, 238838, Singapore",238838
Tandoor,"Buffet, Indian, Seafood, Modern Asian",Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Tandoori Flame,Indian,Telok Ayer,$$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
Tanglin Cookhouse,"Indian, Fusion, International, British, Vegetarian Friendly, Local, Cafe, Modern Asian",Tanglin,$$,Vegan,Singapore,1.3060443,103.8152804,"Tanglin, Singapore, Central, Singapore",
Tanglin Cookhouse (PLQ),"Indian, Fusion, International, British, Vegetarian Friendly, Local, Cafe, Modern Asian",Paya Lebar,$$,Vegan,Singapore,1.3174795,103.8923525,"Paya Lebar, Tanjong Katong Road, Geylang, Singapore, Southeast, 400845, Singapore",400845
TANOKE,"Japanese, Modern Asian",Bugis,$$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
TANOSHII,"Japanese, Korean, Fusion",Orchard,$$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
TAP @ 9P,"American, Bar, Thai, Fusion, International, Vegetarian Friendly, Burgers",Dhoby Ghaut,$$,Vegan,Singapore,1.29962185,103.8454469,"Dhoby Ghaut, Orchard Road, Museum, Singapore, Central, 238838, Singapore",238838
TAP @ Chulia,"American, Bar, Thai, Fusion, International, Vegetarian Friendly, Burgers",Boat Quay,$$,Vegan,Singapore,1.2884676,103.849337,"Boat Quay, Clarke Quay, Singapore River, Singapore, Central, 049866, Singapore",49866
TAP @ Chulia,"American, Bar, Thai, Fusion, International, Vegetarian Friendly, Burgers",Raffles Place,$$,Vegan,Singapore,1.2835417,103.8514602,"Raffles Place, Marina Boulevard, Downtown Central, Downtown Core, Singapore, Central, 049247, Singapore",49247
TAP @ Raffles City Shopping Centre,"Bar, Thai, Fusion, International, Burgers",City Hall,$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Tapas Club (Jewel Changi Airport),"Bar, Spanish, Seafood, Vegetarian Friendly",Changi,$$,Vegan,Singapore,1.3539247,103.9746973,"Changi, Southeast, Singapore",
Tapas Club (Orchard),Spanish,Orchard,$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Tapas Club (VivoCity),"Bar, Spanish, Seafood, Vegetarian Friendly",Harbourfront,$$,Vegan,Singapore,1.265362,103.8215518,"HarbourFront, Telok Blangah Road, Bukit Merah, Singapore, Central, 098867, Singapore",98867
