Drink Volume,Drink Name,Attributes,Energy,Trans Fat,Protein,Total Fat,Saturated Fat,Cholesterol,Carbohydrate,Sugars,Dietary Fibre,Sodium,Calcium,Iron,Vitamin C,Vitamin B2,Potassium,Chloride,Phosphate,Monounsaturated Fat,Polyunsaturated Fat,Sugar,Tea Polyphenols,Total Sugar,Trans Fatty Acid,Total Sugars,Niacin,Vitamin A,Vitamin B1,Vitamin D,Vitamin E,Thiamine (Vitamin B1),Riboflavin (Vitamin B2),Vitamin B6,Folic Acid,Vitamin B12,Biotin,Pantothenic Acid,Zinc,Beta Carotene,Lactose,Fat,Tea Polyphenois,Added Sugars,Calories,Calories from Fat,Vitamin B3,Vitamin D3,Magnesium,Thiamine,Riboflavin,Niacin (B3),Riboflavin (Vit B2),Nicotinamide,Total Carbohydrate,Sucrose,Natrium / Sodium,Salt,Catechin (mg),Omega 6,Omega 3,Niacinamide,Vitamin,Per Serving,Carbohydrates,Fibre,Fiber,Glucose,Maltose,Dietary fibre,Phosphorus,Vitamin B,Macing,Fats,Total Carbohydrates,Phosphorous,Vitamin K,Choline,Manganese,Copper,Iodine,Total Fats,Added Sugar,Calorie,Serving Per,Saturated fat,Trans fat,Proteins,Bicarbonates,Sulphates,Chlorides,Silica,Nitrates,Flourides,Ion,Fluorides,Acai Extract,Blueberry Extract,Pomegranate Extract,Sulfates,pH Value,Total Dissolved Solids,ats,Serving Size: 4.5 tbsp,Servings per container,Saturated Fats,Vit D,Catechin,Antioxidant,Theanine,Water,Ash,Folate,Asorbic Acid,Per Serving Size,Salt equivalent,Caffeine,Total fat,Dietry fibre,Calories From Fat,Total Energy,Amount per,Saturated fats,Total Carboyhdrate,Dietary fiber,Carbohyrate,Anthocyanins,Thiamin,Saturates,Includes Added Sugars,fat,sugars,saturates,fats,Saturaed Fat,Total Calories,Dietary Fiber,Energy from Fat,Monounsaturated Fatty Acid,Polyunsaturated Fatty Acid,Saturated Fatty Acid,Cholestrol,Unsaturated Fat,Saturated,Natrium,Lipids,Phosphrous,Polyphenois,Per,Saturates Fat,Total Carb,Caffeine Content,SaturatedFat,of which saturated fats,of which sugars,Fibres,Total Calorieso,Calories From Saturated Fat,Salt (Sodium),Serving,TotalSugers,Monosaturated Fat,Satutated Fat,Total Dietary Fiber,Enery
750 ML,James White Organic Mixed Vegetable Juice,Per Serving (0.7g),27kcal,,0.7g,,,,5.8g,,,,,,,,,,,,,4.7g,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,0.04g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500 ML,CocoCoast Natural Coconut Water with Passionfruit,Per Serving (250),92kj,,0g,,0g,,5.5g,,,25mg,,,,,85mg,,,,,,,,,5g,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 L,Marks & Spencer Apple Juice From Concentrate,Per Serving (),44kcal,,0.1g,,0.1g,,10.3g,,,,,,,,,,,,,10.3g,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,0.1g,,,,,,,,0.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500 ML,CocoCoast Natural Coconut Water,Per Serving (250),92kj,,0g,,0g,,5.5g,,,25mg,,,,,95mg,,,,,,,,,5g,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500 ML,CocoCoast Natural Coconut Water with Lychee,Per Serving (250),92kj,,0g,,0g,,5.5g,,,25mg,,,,,82mg,,,,,,,,,5g,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 X 325ML,Sundrop Lime Juice 325ml x 24 cans,Per Serving (),,,,,,,,5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 L,Marks & Spencer Pink Grapefruit High Juice,Per Serving (),5kcal,,0.1g,,0.1g,,1g,,,,,,,,,,,,,1g,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,0.03g,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 x 140ml (CTN),YOU-C1000 Vitamin Bottle Drink - Apple,Per Serving (140ml),60kcal,,0.0g,0.0g,0.0g,,14.0g,,,45mg,,,,,,,,,,,,,,14.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0mg,1000mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 X 500ML,CocoCoast Natural Coconut Water with Ginger,Per Serving (250),92kj,,0g,,0g,,6g,,,20mg,,,,,95mg,,,,,,,,,5.5g,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 X 1L,The Berry Company Pomegranate Juice,Per Serving (100ml),,,,,,,10.2g,9.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 X 1L,The Berry Company Goji Berry Juice,Per Serving (100ml),,,,,,,10g,9.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 X 1L,The Berry Company Acai Berry Juice,Per Serving (100ml),,,,,,,10.2g,9.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 X 325ML,Sundrop Orange Juice (325ml x 4 cans) - Pack of 2,Per Serving (),,,,,,,,5.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 X 325ML,Sundrop Lime Juice (325ml x 4 cans) - Pack of 2,Per Serving (),,,,,,,,5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 X 325ML,Sundrop Orange Juice 325ml x 24 cans,Per Serving (),,,,,,,,5.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 X 200ML,Marks & Spencer Percy Pig Fruit Juice Drink,Per Serving (),46kcal,,0.4g,,0.1g,,10.3g,,,,,,,,,,,,,10.3g,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,0.01g,,,,,,,,0.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330 ML,Wolf + Wald Organic Sparkling Apple Juice,Per Serving (330),,,0.1g,0.1g,,,,,,0g,,,,,,,,,,,,,,5.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24kcal,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250 ML,Muno Organic 100% Sea Buckthorn Juice,Per Serving (100),236kj,,,,,,,5.5g,,0.02g,,,78.5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4g,,2g,,,,,,,0.65g,,,,,,,,,,,,,,1.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 X 580ML,BOMY BOMY Grape Juice,Per Serving (),,,0g,,,,,,,,,,,,,,,,,29.0g,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2L,Marigold Peel Fresh Bottle Juice - Lime,Per Serving (250ml),110kcal,,0g,0g,0g,0mg,27.3g,,0g,20mg,,,38mg,,,,,,,,,,,,,500mcg,,,8mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392g,Milkmaid Sweetened Condensed Milk - Full Cream (High Calcium),Per Serving (20g),65kcal,,1.4g,1.6g,,,11.2g,,,,52mg,,,,,,,,,,,,,,,42µg,0.2mg,,,,,,,,,,,,,,,,,,,0.6µg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600 G,Killiney 3-in-1 White Coffee,Per Serving (1.1g),,,1.1g,,5.8g,,,15.5g,,21mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176kcal,,,,,,,,,,,,,,,,,,,,30g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200g,Nescafe Gold Original,Per 100ml,4kcal,,0.3g,0.0g,,,0.7g,,,0.4g,,,,,,,,,,,,,,0.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450g,Nestle Coffeemate Creamer - Pouch,Per Serving (6g),33kcal,,0.1g,2.1g,,,3.4g,,,12mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 x 20g,Indocafe 3 in 1 Instant Coffee Mix,Per Serving (20g),90kcal,0g,< 1g,2g,1.8g,0mg,,10g,0g,20mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 x 20g,Gold Kili Traditional Kopi O,Per Serving (20g),,0g,0.5g,0g,0g,0mg,15.5g,14.1g,0.5g,8mg,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63kcal,0kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630g,Super Original 3-in-1 Coffee,Per Serving (20g),89kcal,0g,0.8g,2.4g,2.4g,,15.8g,,,18mg,,,,,,,,0g,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 x 30g,Ah Huat White Coffee - Classic,Per Serving (30g),126kcal,0g,0.8g,4.4g,3.7g,0mg,,13.5g,0g,52.4mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45 x 20g,Ye Ye 3 in 1 Instant Coffee Mix - Regular,Per 100ml,52kcal,0.0g,0.2g,1.2g,1.1g,0mg,9.8g,,0.2g,14mg,,,,,,,,,,,,5.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380g,F&N Sweetened Creamer - Rich & Creamy,Per Serving (20g),67kcal,,0.5g,2.1g,,0.2mg,11.7g,,,,,,,,,,,,,,,,0.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8g,0.2g,1.0g,,,,,,,,,,,,,,,,,,,,,,,,
30 x 20g,Indocafe 3 in 1 Instant Coffee,Per Serving (20g),,0g,< 1g,2g,1.8g,0mg,16g,10g,0g,20mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90cal,20cal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 x 33g,Super 3 in 1 Instant Charcoal Roasted White Coffee - Hazelnut,Per Serving (36g),159kcal,0g,1.2g,5.2g,5.2g,,26.9g,,,76mg,,,,,,,,0g,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200g,Moccona Instant Coffee - Classic (Dark Roast),Per Serving (100g),135kcal,,15.1g,0.2g,0.1g,,6.1g,3.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4175g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420g,Super 2-In-1 Instant Coffee - Zero Sugar,Per Serving (12g),54kcal,0g,0.8g,2.1g,2g,,8g,,,2.6mg,,,,,,,,0.1g,0.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500g,Owl Kopitiam Roast & Ground Coffee Powder - Heritage Blend,Per Serving (7g),9kcal,0g,0.5g,0g,0g,,2g,0g,0g,6mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0mg,,,,,,,,,,,,,,,,,,,,,,,
30 x 20g,Super 3 in 1 Instant Coffee - Low Fat (Rich),Per Serving (20g),87kcal,0g,0.7g,2.5g,2.5g,,15.4g,,,17mg,,,,,,,,0g,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 x 10g,Owl Kopitiam Roast & Ground Coffee Bags - Kopi-O Kosong,Per Serving (20g),11kcal,0g,0.4g,0.7g,0g,0mg,2.4g,12.9g,0g,3mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 x 17g,Gold Roast Kopi O - Reduced Sugar,Per Serving (17g),40kcal,0g,0g,0g,0g,0mg,10g,7.5g,0g,5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 x 35g,Super 3 in 1 Instant Charcoal Roasted White Coffee - Classic,Per Serving (40g),180kcal,0g,1.4g,5.8g,5.8g,,30g,,0.8g,83mg,,,,,,,,0g,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40 per pack,Owl Traditional Blend Coffee Bags,Per Serving (5.5g),9kcal,0g,0.3g,0g,0g,0mg,2g,0g,0.2g,11mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 35g,Chek Hup 3 in 1 Instant Ipoh White Coffee - Less Sweet,Per Serving,481kcal,0.5g,4.2g,19.9g,19.1g,,71.2g,35.7g,,,,,,,,,,0.1g,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 x 9g,Gold Roast Kopi O - Kosong ,Per Serving (9g),37kcal,0g,1.3g,0.5g,0.2g,0mg,6.7g,0.4g,4.9g,5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 x 10g,Coffee Hock Instant Coffee-O Bags - Kosong (Strong & Refreshing),Per Serving (10g),23kcal,,1.2g,0.9g,0.3g,0mg,2.4g,0.2g,4.6g,12mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50g,Nescafe Instant Soluble Coffee Jar - Gold,Per Serving (2g),6kcal,,18g,0g,,0mg,0.8g,,0.4g,0.2mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 x 40g,Ah Huat White Coffee - Extra Rich,Per Serving (40g),166kcal,0.0g,1.4g,6.6g,6.1g,0mg,,15.7g,0.7g,44.5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 x 12g,FairPrice Cafe White 2 in 1 Instant Coffee - Coffee & Creamer,Per Serving (12g),57kcal,0.0g,0.8g,2.6g,2.6g,0mg,7.5g,,0.3g,30mg,,,,,,,,,,,,1.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200g,Moccona Instant Coffee - Classic 5 (Medium Roast),Per Serving (100g),135kcal,,15.1g,0.2g,0.1g,,6.1g,3.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4175g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 x 17g,Owl Kopitiam Roast & Ground Coffee Bags - Kopi-O,Per Serving (17g),70kcal,0g,0.5g,0.6g,0.3g,0mg,15.6g,12.7g,0.2g,2mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 x 38g,Ah Huat White Coffee - Gold Medal,Per 100ml,78kcal,0g,0.6g,2.8g,2.8g,0mg,,8.6g,0.4g,23.6mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 x 240ml,Pokka Coffee Can Drink - Milk Coffee (Less Sugar),Per Serving,106kcal,,2.4g,,,,22.1g,19.4g,,86mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 + free 5 x 20g,Owl 3 in 1 Instant Coffee - Regular Low Fat,Per Serving (20g),86kcal,0g,0.7g,1.9g,1.9g,16.4mg,2.4g,10g,0.2g,32mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 x 52g,Lor Espresso Aluminium Coffee Capsules - Onyx,Per Serving (100ml),1kcal,,0.2g,,,,0.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 x 30g,Owl Kopitiam Roast & Ground Coffee Bags - Kopi Siew Dai,Per Serving (30g),150kcal,0g,1.2g,7g,6.8g,0mg,20.7g,10.9g,0.3g,41mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100g,Nescafe Classic,Per Serving (2g),6kcal,0g,0.4g,0g,0g,0mg,0.8g,0g,0.4g,0.2mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,
20 x 18g,Coffee Hock 2 in 1 Instant Coffee-O Bags - Raw Sugar,Per Serving (10g),23kcal,,1.2g,0.9g,0.3g,0mg,2.4g,0.2g,4.6g,12mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 x 16g,Nescafe Dolce Gusto Beverage Capsules - Chococino,Per Serving (100g),441kcal,0.61g,14.42g,15.99g,9.59g,59.66mg,55.62g,53.93g,4.62g,159.6mg,,,,,,,,3.68g,0.55g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
